"filename", "language", "JavaScript", "JSON with Comments", "Markdown", "YAML", "JSON", "TypeScript", "HTML", "Ini", "Vue", "SCSS", "JSON5", "PostCSS", "comment", "blank", "total"
"e:\Workspace\Applications\talex-touch\app\core\src\components\plugin\layout\PluginList.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 23, 99
"e:\Workspace\Applications\talex-touch\app\core\src\components\plugin\layout\PluginListModule.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 165, 0, 0, 0, 3, 55, 223
"e:\Workspace\Applications\talex-touch\app\core\src\components\tabs\TMenuItem.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 2, 13, 118
"e:\Workspace\Applications\talex-touch\app\core\src\components\tabs\TMenuTabs.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 4, 40, 152
"e:\Workspace\Applications\talex-touch\app\core\src\components\tabs\TTabHeader.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 4, 8, 40
"e:\Workspace\Applications\talex-touch\app\core\src\components\tabs\TTabItem.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 5, 10, 97
"e:\Workspace\Applications\talex-touch\app\core\src\components\tabs\TTabItemGroup.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 13
"e:\Workspace\Applications\talex-touch\app\core\src\components\tabs\TTabs.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 55, 102, 400
"e:\Workspace\Applications\talex-touch\app\core\src\components\tabs\vertical\TvTabItem.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 5, 10, 90
"e:\Workspace\Applications\talex-touch\app\core\src\components\tabs\vertical\TvTabItemGroup.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"e:\Workspace\Applications\talex-touch\app\core\src\components\tabs\vertical\TvTabs.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 18, 49, 226
"e:\Workspace\Applications\talex-touch\app\core\src\components\terminal\InteractiveTerminal.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 4, 17, 83
"e:\Workspace\Applications\talex-touch\app\core\src\components\terminal\LogTerminal.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 12, 27, 109
"e:\Workspace\Applications\talex-touch\app\core\src\components\tree\FileTree.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 4, 33, 214
"e:\Workspace\Applications\talex-touch\app\core\src\env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 2, 5, 54
"e:\Workspace\Applications\talex-touch\app\core\src\main.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 9, 35
"e:\Workspace\Applications\talex-touch\app\core\src\modules\channel\channel-core.ts", "TypeScript", 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 2, 33, 181
"e:\Workspace\Applications\talex-touch\app\core\src\modules\channel\main\index.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"e:\Workspace\Applications\talex-touch\app\core\src\modules\channel\main\node.ts", "TypeScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 10, 38
"e:\Workspace\Applications\talex-touch\app\core\src\modules\channel\main\shortcon.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 7, 25
"e:\Workspace\Applications\talex-touch\app\core\src\modules\channel\plugin-core\api.ts", "TypeScript", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 35, 19, 89
"e:\Workspace\Applications\talex-touch\app\core\src\modules\channel\plugin-core\index.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"e:\Workspace\Applications\talex-touch\app\core\src\modules\channel\storage\accounter.ts", "TypeScript", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 1, 16, 98
"e:\Workspace\Applications\talex-touch\app\core\src\modules\channel\storage\index.ts", "TypeScript", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 9, 28, 163
"e:\Workspace\Applications\talex-touch\app\core\src\modules\hooks\adopters\plugin-adpoter.ts", "TypeScript", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 3, 21, 120
"e:\Workspace\Applications\talex-touch\app\core\src\modules\hooks\api\useAccount.ts", "TypeScript", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 4, 36
"e:\Workspace\Applications\talex-touch\app\core\src\modules\hooks\api\useGeneralAPI.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 11, 28
"e:\Workspace\Applications\talex-touch\app\core\src\modules\hooks\api\useUpdate.ts", "TypeScript", 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 8, 26, 166
"e:\Workspace\Applications\talex-touch\app\core\src\modules\hooks\application-hooks.ts", "TypeScript", 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 0, 28, 51, 295
"e:\Workspace\Applications\talex-touch\app\core\src\modules\hooks\core-box.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"e:\Workspace\Applications\talex-touch\app\core\src\modules\hooks\env-hooks.ts", "TypeScript", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 4, 14, 53
"e:\Workspace\Applications\talex-touch\app\core\src\modules\hooks\function-hooks.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 8, 27
"e:\Workspace\Applications\talex-touch\app\core\src\modules\mention\dialog-mention.ts", "TypeScript", 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 10, 53, 229
"e:\Workspace\Applications\talex-touch\app\core\src\modules\mousetrap-record.ts", "TypeScript", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 98, 27, 209
"e:\Workspace\Applications\talex-touch\app\core\src\modules\storage\AppStorage.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Applications\talex-touch\app\core\src\modules\storage\plugin-settings.ts", "TypeScript", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 3, 32
"e:\Workspace\Applications\talex-touch\app\core\src\modules\storage\theme-style.ts", "TypeScript", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 2, 9, 68
"e:\Workspace\Applications\talex-touch\app\core\src\shims-vue.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"e:\Workspace\Applications\talex-touch\app\core\src\styles\element\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"e:\Workspace\Applications\talex-touch\app\core\src\styles\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 294, 0, 0, 15, 81, 390
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\Market.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 1, 42, 259
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\Plugin.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 387, 0, 0, 0, 4, 101, 492
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\application\AppConfigure.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 4, 49, 259
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\application\AppList.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 5, 58, 282
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\application\ApplicationEmpty.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 19, 116
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\application\ApplicationIndex.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 15, 76
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\begin\Beginner.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 35, 138
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\begin\internal\AccountDo.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 36, 193
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\begin\internal\Done.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 11, 58
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\begin\internal\Forbidden.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 12, 58
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\begin\internal\Greeting.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 11, 53
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\begin\internal\License.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 10, 49
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\begin\internal\OptionMode.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 1, 31, 178
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\begin\internal\Protocol.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 11, 50
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\home\HomeBanner.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 28, 119
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\home\HomeContent.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 1, 18, 95
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\home\HomePage.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 7, 35
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\home\TopPlugins.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 2, 31, 201
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\market\MarketSourceEditor.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 230, 0, 0, 0, 6, 41, 277
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\plugin\PluginNew.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 2, 28, 225
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\plugin\ViewPlugin.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 2, 8, 63
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\settings\AppSettings.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 5, 21, 89
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\settings\SettingAbout.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 3, 25, 196
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\settings\SettingHeader.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 252, 0, 0, 0, 6, 64, 322
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\settings\SettingLanguage.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 4, 41
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\settings\SettingTools.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 7, 83
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\settings\SettingUser.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 3, 35
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\styles\SectionItem.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 4, 28, 159
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\styles\ThemeStyle.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 1, 12, 133
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\styles\WindowSection.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 8, 65, 277
"e:\Workspace\Applications\talex-touch\app\core\src\views\base\styles\sub\ThemePreference.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 1, 22, 145
"e:\Workspace\Applications\talex-touch\app\core\src\views\box\BoxItem.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 4, 42, 195
"e:\Workspace\Applications\talex-touch\app\core\src\views\box\CoreBox.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 282, 0, 0, 0, 40, 76, 398
"e:\Workspace\Applications\talex-touch\app\core\src\views\box\search-box.ts", "TypeScript", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 1, 27, 109
"e:\Workspace\Applications\talex-touch\app\core\src\views\box\search-core.ts", "TypeScript", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 5, 30, 134
"e:\Workspace\Applications\talex-touch\app\core\src\views\box\tag\FileTag.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 19, 82
"e:\Workspace\Applications\talex-touch\app\core\src\views\layout\AppLayout.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 5, 47, 195
"e:\Workspace\Applications\talex-touch\app\core\src\views\layout\flat\FlatController.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 3, 37, 150
"e:\Workspace\Applications\talex-touch\app\core\src\views\layout\flat\FlatLayout.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 1, 29, 134
"e:\Workspace\Applications\talex-touch\app\core\src\views\layout\flat\FlatNavBar.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 20, 119
"e:\Workspace\Applications\talex-touch\app\core\src\views\others\account\AccountView.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 1, 9, 51
"e:\Workspace\Applications\talex-touch\app\core\src\views\others\account\EmailVerifyView.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 1, 8, 49
"e:\Workspace\Applications\talex-touch\app\core\src\views\others\account\EmailView.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 1, 10, 51
"e:\Workspace\Applications\talex-touch\app\core\src\views\others\account\PasswordView.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 3, 17, 95
"e:\Workspace\Applications\talex-touch\app\core\src\views\others\account\Sign.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 272, 0, 0, 0, 6, 83, 361
"e:\Workspace\Applications\talex-touch\app\core\src\views\others\account\SignSucceed.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 1, 3, 37
"e:\Workspace\Applications\talex-touch\app\core\src\views\others\captcha\TouchCaptcha.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 259, 0, 0, 0, 7, 79, 345
"e:\Workspace\Applications\talex-touch\app\core\tsconfig.json", "JSON with Comments", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 74
"e:\Workspace\Applications\talex-touch\app\core\tsconfig.node.json", "JSON", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"e:\Workspace\Applications\talex-touch\app\core\uno.config.ts", "TypeScript", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 11, 2, 45
"e:\Workspace\Applications\talex-touch\app\core\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 7, 4, 123
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\cache\deps\_metadata.json", "JSON", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\cache\deps\chunk-VIOCOIKA.js", "JavaScript", 9274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 243, 8, 9525
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\cache\deps\fighting-design.js", "JavaScript", 7016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 304, 304, 7624
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\cache\deps\package.json", "JSON", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\cache\deps\vue.js", "JavaScript", 296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 298
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\config.ts", "TypeScript", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 30, 2, 74
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\config\nav.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 6, 1, 24
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\config\sidebar.ts", "TypeScript", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 14, 4, 78
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\plugin\index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\plugin\plugin-table.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 2, 12
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\theme\components\base\Logo.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 1, 21, 82
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\theme\components\base\TouchBubbles.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 12, 84
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\theme\components\vp-home.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 0, 3, 85, 394
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\theme\components\vp-search.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 6, 22
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\theme\index.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 19, 3, 32
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\theme\style\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 11, 46, 223
"e:\Workspace\Applications\talex-touch\app\docs\.vitepress\theme\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"e:\Workspace\Applications\talex-touch\app\docs\CHANGELOG.md", "Markdown", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 109
"e:\Workspace\Applications\talex-touch\app\docs\README.md", "Markdown", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"e:\Workspace\Applications\talex-touch\app\docs\docs\about\changelog.md", "Markdown", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 175
"e:\Workspace\Applications\talex-touch\app\docs\docs\about\team.md", "Markdown", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"e:\Workspace\Applications\talex-touch\app\docs\docs\documents\account.md", "Markdown", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 52
"e:\Workspace\Applications\talex-touch\app\docs\docs\documents\index.md", "Markdown", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28
"e:\Workspace\Applications\talex-touch\app\docs\docs\documents\start.md", "Markdown", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 62
"e:\Workspace\Applications\talex-touch\app\docs\docs\hello.md", "Markdown", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 51
"e:\Workspace\Applications\talex-touch\app\docs\docs\plugins\api\event.md", "Markdown", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"e:\Workspace\Applications\talex-touch\app\docs\docs\plugins\config\init.md", "Markdown", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 159
"e:\Workspace\Applications\talex-touch\app\docs\docs\plugins\config\manifest.md", "Markdown", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 184
"e:\Workspace\Applications\talex-touch\app\docs\docs\plugins\feature\examples.md", "Markdown", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Applications\talex-touch\app\docs\docs\plugins\feature\index.md", "Markdown", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Applications\talex-touch\app\docs\docs\plugins\feature\overview.md", "Markdown", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Applications\talex-touch\app\docs\docs\plugins\introduction.md", "Markdown", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 54
"e:\Workspace\Applications\talex-touch\app\docs\docs\plugins\preloadjs.md", "Markdown", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 68
"e:\Workspace\Applications\talex-touch\app\docs\docs\q-a\index.md", "Markdown", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"e:\Workspace\Applications\talex-touch\app\docs\images\assets\lotties\compress-loading.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Applications\talex-touch\app\docs\images\assets\lotties\empty.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Applications\talex-touch\app\docs\images\assets\lotties\hello.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Applications\talex-touch\app\docs\images\assets\lotties\lotties.json", "JSON", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56
"e:\Workspace\Applications\talex-touch\app\docs\images\logo.svg", "HTML", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
